titel,authorLabel,date,langLabel,publisherLabel,genres,part_of_a_series
The Botany of Desire,Michael Pollan,2001-01-01T00:00:00Z,English,Random House,non-fiction,N
My Life,Golda Meir,1973-01-01T00:00:00Z,English,Weidenfeld & Nicolson,autobiography,N
Rusty String Quartet,Raegan Butcher,2005-01-01T00:00:00Z,English,CrimethInc.,poetry,N
The Notebooks of Lazarus Long,Robert A. Heinlein,1978-01-01T00:00:00Z,English,Ace Books,science fiction,N
Socialism or Barbarism,István Mészáros,2001-01-01T00:00:00Z,English,Monthly Review,non-fiction,N
Sten Adventures Book 3: The Court of a Thousand Suns,Allan Cole,1985-01-01T00:00:00Z,English,Del Rey Books,science fiction,Y
Ozoplaning with the Wizard of Oz,Ruth Plumly Thompson,1939-01-01T00:00:00Z,English,Reilly & Britton,fantasy,Y
Grey Star the Wizard,Ian Page,1985-01-01T00:00:00Z,English,Gallimard Jeunesse,gamebook,N
Crisis and Transformation in Seventeenth-Century China,Chun-shu Chang,1992-01-01T00:00:00Z,English,University of Michigan Press,non-fiction,N
Fine Clothes to the Jew,Langston Hughes,1927-01-01T00:00:00Z,English,Alfred A. Knopf,poetry,N
Who Moved My chis?,Spencer Johnson,1998-01-01T00:00:00Z,English,G. P. Putnam's Sons,fiction,N
Brass Man,Neal Asher,2005-01-01T00:00:00Z,English,,science fiction,N
The Social and Political Thought of Karl Marx,Shlomo Avineri,1968-01-01T00:00:00Z,English,Cambridge University Press,philosophy,N
The Sea Devil's Eye,Mel Odom,2000-01-01T00:00:00Z,English,TSR,fantasy literature,Y
Frisk,Dennis Cooper,1991-05-01T00:00:00Z,English,Grove Press,LGBT literature,N
High Rhulain,Brian Jacques,2005-01-01T00:00:00Z,English,Penguin Books,fantasy novel,Y
"The Fork, the Witch, and the Worm",Christopher Paolini,2018-12-31T00:00:00Z,English,Penguin Random House,fantasy literature,Y
Get Rich Click,Marc Ostrofsky,2011-05-02T00:00:00Z,English,,non-fiction,N
Season in Purgatory,Thomas Keneally,1976-01-01T00:00:00Z,English,,literary fiction,N
Shinjū,Laura Joh Rowland,1994-01-01T00:00:00Z,English,Random House,historical fiction,N
The Wolves in the Walls,Dave McKean,2003-08-05T00:00:00Z,English,,graphic novel,N
Looking for Anne of Green Gables,Irene Gammel,2008-01-01T00:00:00Z,English,,non-fiction,N
Rock and roll in the Rocket City,Sergei I. Zhuk,2010-01-01T00:00:00Z,English,,non-fiction,N
Engine City,Ken MacLeod,2002-01-01T00:00:00Z,English,,science fiction,Y
"Freedom From Fear: The American People in Depression and War, 1929–1945",David M. Kennedy,1999-05-06T00:00:00Z,English,Oxford University Press,non-fiction,Y
How to Read Literature Like a Professor,Thomas C. Foster,2003-01-01T00:00:00Z,English,,literary criticism,N
This Is Not a Drill,Rowan Williams,2019-06-13T00:00:00Z,English,Penguin Books,"literary non-fiction, handbook",N
Many Marriages,Sherwood Anderson,1923-02-20T00:00:00Z,English,B. W. Huebsch,erotica,N
Leven Thumps and the Whispered Secret,Robert Farrell Smith,2006-01-01T00:00:00Z,English,,fantasy,Y
Jawbreaker: The attack on bin Laden and al-Qaeda,Gary Berntsen,2005-12-27T00:00:00Z,English,Crown Publishing Group,biography,N
Deathstalker War,Simon R. Green,1997-01-01T00:00:00Z,English,Victor Gollancz Ltd,science fiction,Y
Bingo,Rita Mae Brown,1988-10-01T00:00:00Z,English,Bantam Books,"women's writing, lesbian literature, fiction",N
This Day All Gods Die,Stephen R. Donaldson,1996-01-01T00:00:00Z,English,Bantam Books,science fiction,Y
Shaman,Kim Stanley Robinson,2013-01-01T00:00:00Z,English,,historical fiction,N
Mexican Gothic,Silvia Moreno-Garcia,2020-01-01T00:00:00Z,English,,"gothic fiction, horror fiction",N
Cari Mora,Thomas Harris,2019-01-01T00:00:00Z,English,,novel,N
The Nobodies,Peter Ferguson,2005-06-01T00:00:00Z,English,HarperCollins,"children's novel, fantasy literature",N
Indiana Jones and the Interior World,Rob MacGregor,1992-01-01T00:00:00Z,English,,adventure fiction,N
The Last Frontier,Alistair MacLean,1959-01-01T00:00:00Z,English,Doubleday,"espionage novel, thriller",N
The Wreck of the Zanzibar,Michael Morpurgo,1995-01-01T00:00:00Z,English,,historical fiction,N
Death in Five Boxes,John Dickson Carr,1938-01-01T00:00:00Z,English,William Morrow and Company,crime fiction,Y
The Frozen Cardinal,Michael Moorcock,1987-07-01T00:00:00Z,English,,science fiction,N
A Restatement of the English Law of Unjust Enrichment,Andrew Burrows,2012-01-01T00:00:00Z,English,,non-fiction,N
Alumni dublinenses,Thomas Sadleir,1935-01-01T00:00:00Z,English,Alex. Thom & Co.,Registers (NAID 2580324),N
New Rose Hotel,William Gibson,1984-01-01T00:00:00Z,English,,science fiction,Y
Odd Thomas,Dean Koontz,2003-01-01T00:00:00Z,English,Bantam Books,"mystery fiction, thriller",Y
Photographing Fairies,Steve Szilagyi,1992-01-01T00:00:00Z,English,Ballantine Books,fantasy,N
Stowaway to Mars,John Wyndham,1936-01-01T00:00:00Z,English,,science fiction,N
Jack and Jill: A Village Story,Louisa May Alcott,1880-01-01T00:00:00Z,English,Roberts Brothers,children's novel,N
The Return of Solar Pons,August Derleth,1958-01-01T00:00:00Z,English,Mycroft & Moran,detective fiction,N
The Rebel Outlaw: Josey Wales,Asa Earl Carter,1972-01-01T00:00:00Z,English,,Western,N
From Death to the Stars,L. Ron Hubbard,1953-01-01T00:00:00Z,English,"Fantasy Publishing Company, Inc.",fantasy,N
The Howling III: Echoes,Gary Brandner,1985-01-01T00:00:00Z,English,Hamlyn,horror fiction,N
Journey to the Underground World,Lin Carter,1979-01-01T00:00:00Z,English,DAW Books,science fiction,N
The Awakening of Helena Richie,Margaret Deland,1906-01-01T00:00:00Z,English,Harper,historical fiction,N
The Canary Trainer,Nicholas Meyer,1993-09-20T00:00:00Z,English,W. W. Norton & Company,fictional crossover,N
1635: The Dreeson Incident,Virginia DeMarce,2008-12-16T00:00:00Z,English,Baen Books,alternate history,Y
The G-String Murders,Craig Rice,1941-01-01T00:00:00Z,English,Simon & Schuster,mystery fiction,N
The Road to Total Freedom,Roy Wallis,1976-01-01T00:00:00Z,English,,new religious movement,N
The Dragon Lord,David Drake,1979-01-01T00:00:00Z,English,Tor Books,"sword and sorcery, historical fiction, historical fantasy, fantasy",N
Moosewood Cookbook,Mollie Katzen,1977-01-01T00:00:00Z,English,Ten Speed Press,cookbook,N
History of American Trotskyism,James Patrick Cannon,1972-01-01T00:00:00Z,English,,autobiography,N
Sunday's Silence,Gina B. Nahai,2003-04-02T00:00:00Z,English,Simon & Schuster,mystery fiction,N
Kingdoms of Sorcery,Lin Carter,1976-01-01T00:00:00Z,English,Doubleday,fantasy,N
The Last Dive,Bernie Chowdhury,2000-01-01T00:00:00Z,English,HarperCollins,"adventure, non-fiction",N
The Memory of Whiteness,Kim Stanley Robinson,1985-01-01T00:00:00Z,English,,fantasy,N
Trapped in the USSR,J. J. Fortune,1984-01-01T00:00:00Z,English,Dell Publishing,children's novel,Y
The Invention of Nature,Andrea Wulf,2015-01-01T00:00:00Z,English,Alfred A. Knopf,biography,N
Last Summer at Mars Hill,Elizabeth Hand,1994-08-01T00:00:00Z,English,,novella,N
Death in the Air,Agatha Christie,1935-03-10T00:00:00Z,English,"Dodd, Mead & Co.",detective fiction,N
A Head Full of Ghosts,Paul G. Tremblay,2015-01-01T00:00:00Z,English,,horror literature,N
The Calculating Stars,Mary Robinette Kowal,2018-07-03T00:00:00Z,English,,science fiction,N
The Railway,Hamid Ismailov,2006-01-01T00:00:00Z,English,,fiction,N
Man in a Landscape,Colin Thiele,1960-01-01T00:00:00Z,English,,poetry,N
Pursuit of Honor,Vince Flynn,2009-12-01T00:00:00Z,English,Simon & Schuster,political thriller,Y
The Eagle's Prophecy,Simon Scarrow,2005-01-01T00:00:00Z,English,,historical fiction,Y
Dragonfly,Dean Koontz,1975-01-01T00:00:00Z,English,Random House,"mystery fiction, suspense",N
Smoke,Lisa Unger,2005-01-01T00:00:00Z,English,,crime fiction,N
Au XXIXe siècle. La journée d’un journaliste américain en 2889.,Jules Verne,1889-01-01T00:00:00Z,English,,futuristic fiction,N
Shadows Over Baker Street,John Pelan,2003-09-30T00:00:00Z,English,Del Rey Books,"fictional crossover, mystery fiction, horror literature",Y
Flash Boys,Michael Lewis,2014-03-31T00:00:00Z,English,W. W. Norton & Company,non-fiction,N
The School Story,Andrew Clements,2001-01-01T00:00:00Z,English,Simon & Schuster,children's novel,N
All Yesterdays: Unique and Speculative Views of Dinosaurs and Other Prehistoric Animals,Darren Naish,2012-01-01T00:00:00Z,English,,art book,N
102 minutes of the untold stories fight to survive inside the twin towers,Jim Dwyer,2005-01-01T00:00:00Z,English,Times Books,non-fiction,N
Sinister Barrier,Eric Frank Russell,1943-01-01T00:00:00Z,English,,science fiction,N
Fresh Off the Boat: A Memoir,Eddie Huang,2013-01-01T00:00:00Z,English,,memoir,N
The Defiant Agents,Andre Norton,1962-01-01T00:00:00Z,English,,science fiction,N
Fun Home,Alison Bechdel,2006-06-08T00:00:00Z,English,Mariner Books,"LGBT literature, graphic novel",N
In His Father's Footsteps,Danielle Steel,2018-01-01T00:00:00Z,English,,"romantic fiction, historical fiction",N
The Castle of Terror,Lin Carter,1969-01-01T00:00:00Z,English,,sword and sorcery,N
Men Explain Things To Me,Rebecca Solnit,2014-01-01T00:00:00Z,English,,essay,N
Orion in the Dying Time,Ben Bova,1990-01-01T00:00:00Z,English,Tor Books,science fiction,N
Karl Marx: His Life and Environment,Isaiah Berlin,1939-01-01T00:00:00Z,English,,philosophy,N
Oberon Old and New,Anthony Burgess,1985-10-24T00:00:00Z,English,Hutchinson,libretto,N
Undertones of War,Edmund Blunden,1928-01-01T00:00:00Z,English,,memoir,N
Fugitive Prince,Janny Wurts,1995-08-24T00:00:00Z,English,HarperCollins,"high fantasy, fantasy",Y
Sole Agent,Kenneth Benton,1970-01-01T00:00:00Z,English,,espionage novel,N
The Shrouded Planet,Robert Silverberg,1957-01-01T00:00:00Z,English,Gnome Press,science fiction,N
Zoli,Colum McCann,2006-01-01T00:00:00Z,English,Random House,historical fiction,N
Children of the Fleet,Orson Scott Card,2017-01-01T00:00:00Z,English,Tor Books,science fiction,Y
Night Masks,R. A. Salvatore,1992-01-01T00:00:00Z,English,,fantasy novel,Y
The Fire-Eaters,David Almond,2003-08-14T00:00:00Z,English,Headline Publishing Group,children's novel,N
The Amityville Curse,Hans Holzer,1981-01-01T00:00:00Z,English,,horror fiction,N
The Valley of Kashmir,Sir Walter Roper Lawrence,1895-01-01T00:00:00Z,English,Asian Educational Services,travel literature,N
Politics and the English Language,George Orwell,1946-01-01T00:00:00Z,English,,essay,N
White Dog,Peter Temple,2003-01-01T00:00:00Z,English,Canongate Books,crime fiction,N
Deadly Cults,Robert L. Snow,2003-11-30T00:00:00Z,English,,non-fiction,N
City of Night,Ed Gorman,2005-01-01T00:00:00Z,English,Bantam Books,"thriller, suspense",Y
Witch and Wizard,James Patterson,2009-12-14T00:00:00Z,English,"Little, Brown and Company",fantasy,N
"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,2013-01-17T00:00:00Z,English,Alfred A. Knopf,non-fiction,N
The Missionary: an Indian Tale,"Sydney, Lady Morgan",1811-01-01T00:00:00Z,English,John Joseph Stockdale,romantic fiction,N
Roman Blood,Steven Saylor,1991-01-01T00:00:00Z,English,St. Martin's Press,"historical mystery, historical fiction",Y
Mad White Giant,Benedict Allen,1985-01-01T00:00:00Z,English,Faber and Faber Limited  Russell Square London,adventure fiction,N
Midnight,Dean Koontz,1989-01-01T00:00:00Z,English,Berkley Books,horror fiction,N
Blind But Now I See: The Biography of Music Legend Doc Watson,Kent Gustavson,2010-04-01T00:00:00Z,English,,biography,N
Ealdwood,C. J. Cherryh,1981-01-01T00:00:00Z,English,,"novella, fantasy",Y
Winter of Fire,Sherryl Jordan,1993-01-01T00:00:00Z,English,Scholastic Corporation,fantasy,N
The Collector,John Fowles,1963-01-01T00:00:00Z,English,Jonathan Cape,horror fiction,N
The Science of Life,Julian Huxley,1929-01-01T00:00:00Z,English,,"popular science literature, non-fiction",N
The Ultimate Resource,Julian Simon,1981-01-01T00:00:00Z,English,Princeton University Press,non-fiction,N
Administrative Behavior,Herbert Alexander Simon,1947-01-01T00:00:00Z,English,Macmillan Inc.,non-fiction,N
Processing,Ben Fry,2007-01-01T00:00:00Z,English,The MIT Press,textbook,N
"Freefall: America, Free Markets, and the Sinking of the World Economy",Joseph E. Stiglitz,2010-01-19T00:00:00Z,English,W. W. Norton & Company,non-fiction,N
Empire of Silver,Conn Iggulden,2010-01-01T00:00:00Z,English,HarperCollins,historical fiction,Y
The Magic Goes Away,Larry Niven,1978-01-01T00:00:00Z,English,,"novella, fantasy",N
Fifty Short Science Fiction Tales,Fredric Brown,1963-01-01T00:00:00Z,English,Collier Books,science fiction,N
The Big Over Easy,Jasper Fforde,2005-07-11T00:00:00Z,English,Hodder & Stoughton,fantasy,N
Catalogue of Works in Refutation of Methodism,Curtis H. Cavender,1846-01-01T00:00:00Z,English,,reference work,N
Red Glove,Holly Black,2011-04-05T00:00:00Z,English,Simon & Schuster,fantasy,N
American Fantastic Tales,Harlan Ellison,2009-01-01T00:00:00Z,English,Library of America,fantasy,N
Jupiter Laughs,A. J. Cronin,1940-01-01T00:00:00Z,English,Victor Gollancz Ltd,play,N
Regiment of Women,Clemence Dane,1917-01-01T00:00:00Z,English,,LGBT literature,N
Not in Our Genes,Richard Lewontin,1984-01-01T00:00:00Z,English,Pantheon Books,biology,N
The Gnome King of Oz,Ruth Plumly Thompson,1927-01-01T00:00:00Z,English,Reilly & Britton,fantasy,Y
The Hunters,James Salter,1956-01-01T00:00:00Z,English,Harper,military fiction,N
Tarzan and the Madman,Edgar Rice Burroughs,1964-01-01T00:00:00Z,English,Canaveral Press,fantasy,Y
Teckla,Steven Brust,1987-01-01T00:00:00Z,English,Ace Books,fantasy,Y
The White Hart,Nancy Springer,1979-12-01T00:00:00Z,English,Pocket Books,fantasy,N
Bat-Manga!: The Secret History of Batman in Japan,Jiro Kuwata,2008-10-28T00:00:00Z,English,Pantheon Books,"adventure anime and manga, mystery anime and manga, action anime and manga, historical fiction",N
It's Bigger Than Hip Hop,M. K. Asante,2008-09-16T00:00:00Z,English,St. Martin's Press,"hip hop, African American studies",N
Peter and the Sword of Mercy,Ridley Pearson,2009-10-13T00:00:00Z,English,Hachette Books,fantasy,N
vytc,Stephen King,1977-01-01T00:00:00Z,English,Doubleday,"gothic fiction, horror fiction, psychological horror, thriller",N
Mott the Hoople,Willard Manus,1966-01-01T00:00:00Z,English,S&P Global,comedy,N
The Eternal Conflict,David H. Keller,1949-01-01T00:00:00Z,English,Prime Press,fantasy,N
My Lucky Star,Joe Keenan,2006-01-01T00:00:00Z,English,"Little, Brown and Company",LGBT literature,N
The New Media Reader,Nick Montfort,2003-01-01T00:00:00Z,English,,textbook,N
The Serpent's Shadow,Rick Riordan,2012-05-02T00:00:00Z,English,Hachette Books,"adventure fiction, fantasy",Y
Prador Moon,Neal Asher,2006-01-01T00:00:00Z,English,Night Shade Books,science fiction,N
Saint Errant,Leslie Charteris,1948-01-01T00:00:00Z,English,The Crime Club,mystery fiction,Y
Mystery,Peter Straub,1990-01-01T00:00:00Z,English,,crime fiction,N
Witness Against the Beast,E. P. Thompson,1993-01-01T00:00:00Z,English,Cambridge University Press,literary criticism,N
Whittington,Alan Armstrong,2005-01-01T00:00:00Z,English,Random House,fantasy,N
Why Didn't They Ask Evans?,Agatha Christie,1934-09-01T00:00:00Z,English,Collins Crime Club,"crime fiction, detective fiction",N
Typee,Herman Melville,1846-02-26T00:00:00Z,English,,travel literature,N
SuperFreakonomics,Stephen J. Dubner,2009-10-20T00:00:00Z,English,William Morrow and Company,non-fiction,N
Medical Apartheid,Harriet A. Washington,2007-01-01T00:00:00Z,English,,non-fiction,N
The Assassins: A Radical Sect in Islam,Bernard Lewis,1967-01-01T00:00:00Z,English,,historiography,N
"""Tom Sawyer, Detective""",Mark Twain,1896-01-01T00:00:00Z,English,Harper,"children's novel, mystery fiction",Y
The Reagan Diaries,Ronald Reagan,2007-01-01T00:00:00Z,English,HarperCollins,Book,N
The Eye of Zoltar,Jasper Fforde,2014-04-10T00:00:00Z,English,Hodder & Stoughton,fantasy,Y
Fury's Pilgrims,Laurence James,1993-01-01T00:00:00Z,English,Harlequin Enterprises,science fiction,Y
The Stone Canal,Ken MacLeod,1996-01-01T00:00:00Z,English,,science fiction,Y
Lyman's History of old Walla Walla County,William Denison Lyman,1918-01-01T00:00:00Z,English,S. J. Clarke Publishing Company,non-fiction,N
Gallows Hill,Lois Duncan,1997-05-01T00:00:00Z,English,,thriller,N
Moby-Dick,Herman Melville,1851-11-14T00:00:00Z,English,Richard Bentley,"adventure fiction, nautical fiction",N
Something Fresh,P. G. Wodehouse,1915-09-16T00:00:00Z,English,D. Appleton & Company,comedy,N
Sexus,Henry Miller,1949-01-01T00:00:00Z,English,,erotica,Y
Tuva or Bust!,Ralph Leighton,1991-01-01T00:00:00Z,English,W. W. Norton & Company,biography,N
Shipwreck,John Fowles,1974-01-01T00:00:00Z,English,Jonathan Cape,non-fiction,N
The Bottom Billion,Paul Collier,2007-04-15T00:00:00Z,English,Oxford University Press,non-fiction,N
Satori,Dennis Schmidt,1981-01-01T00:00:00Z,English,,science fiction,N
Gravity's Engines,Caleb Scharf,2012-01-01T00:00:00Z,English,,non-fiction,N
Let It Snow,John Green,2008-10-02T00:00:00Z,English,,romantic fiction,N
The King's Curse,Philippa Gregory,2014-08-14T00:00:00Z,English,Simon & Schuster,historical fiction,N
Mandricardo,Lin Carter,1987-01-01T00:00:00Z,English,DAW Books,fantasy,N
The Bones of Zora,Catherine Crook de Camp,1983-01-01T00:00:00Z,English,Phantasia Press,science fiction,N
The evolution Man or how i ate my father,Roy Lewis,1960-01-01T00:00:00Z,English,Hutchinson,science fiction,N
Along the Ganges,Ilija Trojanow,2003-05-01T00:00:00Z,English,Haus Publishing,travel journal,N
Desirable Daughters,Bharati Mukherjee,2002-03-01T00:00:00Z,English,Theia,historical fiction,N
Cress,Marissa Meyer,2014-02-04T00:00:00Z,English,Macmillan Publishers,science fiction,Y
Parallel Play,Tim Page,2009-09-07T00:00:00Z,English,Random House,autobiography,N
The Spiraling Worm,David Conyers,2007-07-12T00:00:00Z,English,Chaosium,"espionage novel, horror literature, science fiction",N
Grand Theft Childhood,Lawrence Kutner,2008-04-15T00:00:00Z,English,Simon & Schuster,non-fiction,N
Guy Domville,Henry James,1894-10-01T00:00:00Z,English,,play,N
Beyond the Down Low,Keith Boykin,2005-01-01T00:00:00Z,English,Da Capo Press,LGBT literature,N
The Ace of Knaves,Leslie Charteris,1937-01-01T00:00:00Z,English,The Crime Club,novella,Y
India: The Emerging Giant,Arvind Panagariya,2008-01-01T00:00:00Z,English,Oxford University Press,non-fiction,N
All That Glitters,Danielle Steel,2020-01-01T00:00:00Z,English,,romantic fiction,N
By the Light of the Study Lamp,Carolyn Keene,1934-01-01T00:00:00Z,English,Grosset & Dunlap,crime fiction,Y
The Miseducation of Cameron Post,Emily M. Danforth,2012-02-01T00:00:00Z,English,HarperCollins,"LGBT literature, Bildungsroman",N
Frost,Nicole Luiken,2007-01-01T00:00:00Z,English,Great Plains Publications,"fantasy, fiction",N
The Weirdstone of Brisingamen,Alan Garner,1960-01-01T00:00:00Z,English,"William Collins, Sons",children's novel,N
Quest Crosstime,Andre Norton,1965-01-01T00:00:00Z,English,,science fiction,N
Falcons of Narabedla,Marion Zimmer Bradley,1964-01-01T00:00:00Z,English,Ace Books,"science fiction, fantasy",Y
I Had Seen Castles,Cynthia Rylant,1993-01-01T00:00:00Z,English,Harcourt,novella,N
Sten Adventures Book 4: Fleet of the Damned,Allan Cole,1988-01-01T00:00:00Z,English,Del Rey Books,science fiction,Y
The Elements of Influence,Alan Kelly,2006-01-01T00:00:00Z,English,,non-fiction,N
The A.B.C. Murders,Agatha Christie,1936-01-06T00:00:00Z,English,Collins Crime Club,"crime fiction, detective fiction, thriller",N
The Suicide King,Robert Joseph Levy,2005-02-08T00:00:00Z,English,Pocket Books,horror fiction,Y
The Man of the Crowd,Edgar Allan Poe,1840-01-01T00:00:00Z,English,,Dark romanticism,N
Taking Rights Seriously,Ronald Dworkin,1977-01-01T00:00:00Z,English,Harvard University Press,non-fiction,N
Let's Get Invisible!,R. L. Stine,1993-01-01T00:00:00Z,English,,"thriller, horror fiction",Y
Sorcerer's Son,Phyllis Eisenstein,1979-03-01T00:00:00Z,English,Del Rey Books,fantasy,N
Ylesia,Walter Jon Williams,2002-09-03T00:00:00Z,English,Del Rey Books,science fiction,Y
The Curse of the Mummy's Tomb,R. L. Stine,1993-01-01T00:00:00Z,English,Scholastic Corporation,"thriller, horror fiction",Y
My Beautiful Enemy,Sherry Thomas,2014-01-01T00:00:00Z,English,,historical romance,N
South by Java Head,Alistair MacLean,1957-01-01T00:00:00Z,English,"William Collins, Sons",World War II,N
The People of the Summit,Björn Nyberg,1978-08-01T00:00:00Z,English,,sword and sorcery,N
Остров,Aldous Huxley,1962-01-01T00:00:00Z,English,,"utopian fiction, psychedelic literature, science fiction",N
Jade War,Fonda Lee,2019-07-23T00:00:00Z,English,,fantasy novel,N
Operating Manual for Spaceship Earth,Buckminster Fuller,1968-01-01T00:00:00Z,English,,science fiction,N
Calculated Risk,Charles Eric Maine,1960-01-01T00:00:00Z,English,Hodder & Stoughton,science fiction,N
The Sacrifice,Charlie Higson,2012-09-20T00:00:00Z,English,Puffin Books,"horror fiction, thriller",N
Jackson Pollock: An American Saga,Gregory White Smith,1989-01-01T00:00:00Z,English,,biography,N
Storming Heaven,Denise Giardina,1987-01-01T00:00:00Z,English,,historical fiction,N
Snow,Ronald Malfi,2010-03-01T00:00:00Z,English,Leisure Books,horror fiction,N
Caucasia,Danzy Senna,1998-01-01T00:00:00Z,English,,Bildungsroman,N
The Reluctant King,L. Sprague de Camp,1983-01-01T00:00:00Z,English,Doubleday,fantasy literature,Y
When The Sleeper Wakes,H. G. Wells,1899-01-01T00:00:00Z,English,,"dystopia, science fiction",N
Congo Journey,Redmond O'Hanlon,1996-01-01T00:00:00Z,English,Penguin Books,"travel literature, autobiography",N
Across the Plains,Robert Louis Stevenson,1892-01-01T00:00:00Z,English,Chatto & Windus,"travel book, memoir",N
Frederick Douglass,David W. Blight,2018-10-16T00:00:00Z,English,Simon & Schuster,biography,N
The Warren Buffett Way,Peter Lynch,2004-11-12T00:00:00Z,English,Wiley,non-fiction,N
When the Emperor was Divine,Julie Otsuka,2002-01-01T00:00:00Z,English,Alfred A. Knopf,historical fiction,N
Service with a Smile,P. G. Wodehouse,1961-10-15T00:00:00Z,English,Simon & Schuster,comedy,N
The Chapo Guide to Revolution,Felix Biederman,2018-08-21T00:00:00Z,English,Simon & Schuster,political satire,N
The C Programming Language,Brian Kernighan,1978-01-01T00:00:00Z,English,,"non-fiction, computer",N
The Creator,Clifford D. Simak,1946-01-01T00:00:00Z,English,,science fiction,N
The Four False Weapons,John Dickson Carr,1937-01-01T00:00:00Z,English,Harper,crime fiction,Y
The Only Investment Guide You'll Ever Need,Andrew Tobias,1978-01-01T00:00:00Z,English,,non-fiction,N
The Sun and Her Flowers,Rupi Kaur,2017-10-03T00:00:00Z,English,Andrews McMeel Publishing,poetry,N
The Ogre Downstairs,Diana Wynne Jones,1974-01-01T00:00:00Z,English,Macmillan Publishers,fantasy,N
Shooting Script,Gavin Lyall,1966-01-01T00:00:00Z,English,Hodder & Stoughton,thriller,N
I'm a Born Liar: A Fellini Lexicon,Federico Fellini,2003-12-07T00:00:00Z,English,Abrams Books,interview,N
"Zen Mind, Beginner's Mind",Zentatsu Richard Baker,1970-01-01T00:00:00Z,English,Shambhala Publications,"meditation, Zen",N
Necroscope,Brian Lumley,1986-01-01T00:00:00Z,English,Grafton,"horror fiction, vampire literature",Y
"Anarchy, State, and Utopia",Robert Nozick,1974-01-01T00:00:00Z,English,Basic Books,philosophical literature,N
A Failure of Capitalism,Richard Posner,2009-05-01T00:00:00Z,English,Harvard University Press,non-fiction,N
Interface,George Jewsbury,1994-04-01T00:00:00Z,English,Bantam Books,"political novel, thriller",N
The Dreamstone,C. J. Cherryh,1983-03-01T00:00:00Z,English,DAW Books,fantasy,Y
Frozen Assets,P. G. Wodehouse,1964-07-14T00:00:00Z,English,Simon & Schuster,"romantic fiction, romantic comedy, comedy",N
The First Fifteen Lives of Harry August,Catherine Webb,2014-04-08T00:00:00Z,English,Orbit Books,science fiction,N
The Martian,Andy Weir,2011-01-01T00:00:00Z,English,Crown Publishing Group,"hard science fiction, science fiction",N
The Downfall of Capitalism and Communism: A New Study of History,Ravi Batra,1978-01-01T00:00:00Z,English,Macmillan Publishers,non-fiction,N
The Assassination Option,W. E. B. Griffin,2014-12-30T00:00:00Z,English,,espionage novel,Y
"The Deerslayer: or, The First War‐Path.",James Fenimore Cooper,1841-01-01T00:00:00Z,English,,"adventure fiction, European colonization of the Americas, historical fiction",Y
American Fantastic Tales,F. Scott Fitzgerald,2009-01-01T00:00:00Z,English,Library of America,fantasy,N
Skyward,Brandon Sanderson,2018-01-01T00:00:00Z,English,,"young adult novel, science fiction",Y
Outbreak of Love,Martin Boyd,1957-01-01T00:00:00Z,English,John Murray,literary fiction,N
A Pair of Aces,Joe R. Lansdale,2014-01-01T00:00:00Z,English,,horror literature,N
Rocket to Luna,Ed McBain,1953-01-01T00:00:00Z,English,,science fiction,N
Jade City,Fonda Lee,2017-01-01T00:00:00Z,English,,fantasy novel,N
Count Karlstein,Philip Pullman,1982-01-01T00:00:00Z,English,Chatto & Windus,fantasy,N
"Memoir of LeBaron Botsford, M.D.",Frances Elizabeth Murray,1892-01-01T00:00:00Z,English,,non-fiction,N
The Heads of Cerberus,Gertrude Barrows Bennett,1952-01-01T00:00:00Z,English,Fantasy Press,science fiction,N
The Lesser Dead,Christopher Buehlman,2014-01-01T00:00:00Z,English,,"horror fiction, vampire literature",N
The Hollow Tree,Janet Lunn,1998-01-01T00:00:00Z,English,Lester & Orpen Dennys,historical fiction,N
Old Soldiers,David Weber,2005-01-01T00:00:00Z,English,,science fiction,N
Crash Proof: How to Profit From the Coming Economic Collapse,Peter Schiff,2007-02-26T00:00:00Z,English,Wiley,non-fiction,N
The Sesame Street Dictionary,"Joe, 1949- [Illustrator] Mathieu",1980-01-01T00:00:00Z,English,Sesame Workshop,non-fiction,N
Waiting for Godalming,Robert Rankin,2000-01-01T00:00:00Z,English,Doubleday,fantasy literature,N
If You Could See Me Now,Peter Straub,1977-01-01T00:00:00Z,English,,"gothic fiction, horror literature",N
Icehenge,Kim Stanley Robinson,1984-01-01T00:00:00Z,English,Ace Books,science fiction,N
Crossing the Quality Chasm,National Academy of Medicine,2001-01-01T00:00:00Z,English,National Academies Press,non-fiction,N
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1924-01-01T00:00:00Z,English,George Newnes,detective literature,Y
Torchlight to Valhalla,Gale Wilhelm,1938-01-01T00:00:00Z,English,Random House,lesbian literature,N
The God Machine,Martin Caidin,1968-01-01T00:00:00Z,English,Dutton,science fiction,N
Beowulf's Children,Jerry Pournelle,1995-01-01T00:00:00Z,English,Tor Books,science fiction,N
Foundations of the Stereoscopic Cinema,Lenny Lipton,1982-01-01T00:00:00Z,English,,non-fiction,N
Souls,Joanna Russ,1982-01-01T00:00:00Z,English,,"science fiction literature, novella",N
The Shallows: What the Internet Is Doing to Our Brains,Nicholas G. Carr,2010-01-01T00:00:00Z,English,W. W. Norton & Company,non-fiction,N
Walt's People: Volume 11,John Culhane,2011-01-01T00:00:00Z,English,,"interview, biography",N
